Time Bucket (America/New_York),Barn-Mains_A (kWatts),Barn-Mains_B (kWatts),Barn-Mains_C (kWatts),Barn-Clothes Dryer-Dryer (kWatts),Barn-Water Heater-Water Heater (kWatts),Barn-Other-garage lights? (kWatts),Barn-Other-Radon & (kWatts),Barn-Circuit_5 (kWatts),Barn-Circuit_6 (kWatts),Barn-Circuit_7 (kWatts),Barn-Pump-Well  (kWatts),Barn-Heat Pump-Heat Pump (kWatts),Barn-Other-Kitchen Outlets (kWatts),Barn-Other-Master Bedroom (kWatts),Barn-Circuit_12 (kWatts),Barn-Circuit_13 (kWatts),Barn-Circuit_14 (kWatts),Barn-Kitchen-Kitchen Stove (kWatts),Barn-Circuit_16 (kWatts)
03/11/2026 13:21:32,0.2533,0.3745,No CT,0.0000,0.0000,0.0000,0.0062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.1728,0.0646,0.0145,0.1447,0.0000,0.0421
03/11/2026 13:21:33,0.2530,0.3753,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,0.1731,0.0644,0.0140,0.1447,0.0000,0.0421
03/11/2026 13:21:34,0.2538,0.3773,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.1728,0.0644,0.0139,0.1449,0.0000,0.0415
03/11/2026 13:21:35,0.2587,0.3778,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1751,0.0647,0.0125,0.1463,0.0000,0.0377
03/11/2026 13:21:36,0.2536,0.3757,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.1662,0.0611,0.0131,0.1470,0.0000,0.0336
03/11/2026 13:21:37,0.2551,0.3748,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.1679,0.0614,0.0132,0.1458,0.0000,0.0331
03/11/2026 13:21:38,0.2535,0.3742,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1668,0.0615,0.0129,0.1443,0.0000,0.0338
03/11/2026 13:21:39,0.2547,0.3737,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1688,0.0643,0.0126,0.1451,0.0000,0.0360
03/11/2026 13:21:40,0.2542,0.3743,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1717,0.0651,0.0133,0.1457,0.0000,0.0394
03/11/2026 13:21:41,0.2545,0.3767,No CT,0.0000,0.0000,0.0000,0.0062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.1751,0.0638,0.0141,0.1454,0.0000,0.0390
03/11/2026 13:21:42,0.2539,0.3800,No CT,0.0000,0.0000,0.0000,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.1769,0.0624,0.0136,0.1465,0.0000,0.0329
03/11/2026 13:21:43,0.2534,0.3778,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.1709,0.0634,0.0136,0.1462,0.0000,0.0383
